ID,Mahalla,Tuman,ID (tuman)
4400,Jush QFY,Qo'shrabot tumani,114
4401,Jush ota MFY,Qo'shrabot tumani,114
4402,Katta Okmachit MFY,Qo'shrabot tumani,114
4403,Kiykim MFY,Qo'shrabot tumani,114
4404,Koratosh MFY,Qo'shrabot tumani,114
4405,Kovunchi MFY,Qo'shrabot tumani,114
4406,Kurgon MFY,Qo'shrabot tumani,114
4407,Kurolos MFY,Qo'shrabot tumani,114
4408,Kushrabot QFY,Qo'shrabot tumani,114
4409,Kushrabot MFY,Qo'shrabot tumani,114
4410,Kushtamgoli MFY,Qo'shrabot tumani,114
4411,Kuvkalla MFY,Qo'shrabot tumani,114
4412,Mayintepa MFY,Qo'shrabot tumani,114
4413,Minishkor MFY,Qo'shrabot tumani,114
4414,Mustakillik MFY,Qo'shrabot tumani,114
4415,Novkat MFY,Qo'shrabot tumani,114
4416,Okchopsoy MFY,Qo'shrabot tumani,114
4417,Okmachit MFY,Qo'shrabot tumani,114
4418,Oktepa QFY,Qo'shrabot tumani,114
4419,Ozod MFY,Qo'shrabot tumani,114
4420,Pangat MFY,Qo'shrabot tumani,114
4421,Pichot QFY,Qo'shrabot tumani,114
4422,Pichot MFY,Qo'shrabot tumani,114
4423,Shovo MFY,Qo'shrabot tumani,114
4424,Shovona,Qo'shrabot tumani,114
4425,Soxibkor QFY,Qo'shrabot tumani,114
4426,Tegirmonovul MFY,Qo'shrabot tumani,114
4427,Toz MFY,Qo'shrabot tumani,114
4428,Urganji QFY,Qo'shrabot tumani,114
4429,Urganji MFY,Qo'shrabot tumani,114
4430,Urtasoy MFY,Qo'shrabot tumani,114
4431,Xonnazar MFY,Qo'shrabot tumani,114
4432,Yangikishlok MFY,Qo'shrabot tumani,114
4433,Yu.Saroy MFY,Qo'shrabot tumani,114
4434,Yukori Jush MFY,Qo'shrabot tumani,114
4435,Zarkent MFY,Qo'shrabot tumani,114
4436,Zarmitan QFY,Qo'shrabot tumani,114
4437,A. Navoiy MFY,Narpay tumani,115
4438,A.Navoiy MFY,Narpay tumani,115
4439,A.Rasulov MFY,Narpay tumani,115
4440,A.Temur MFY,Narpay tumani,115
4441,A.Xaknazarov MFY,Narpay tumani,115
4442,Arabxona MFY,Narpay tumani,115
4443,Beklar MFY,Narpay tumani,115
4444,Birlik MFY,Narpay tumani,115
4445,Bolgali MFY,Narpay tumani,115
4446,Shakar QFY,Narpay tumani,115
4447,Charxin MFY,Narpay tumani,115
4448,Chaykal MFY,Narpay tumani,115
4449,Chorbog` MFY,Narpay tumani,115
4450,Dedan MFY,Narpay tumani,115
4451,Do`stlik MFY,Narpay tumani,115
4452,Guliston MFY,Narpay tumani,115
4453,I.Shoir QFY,Narpay tumani,115
4454,I.Shoir MFY,Narpay tumani,115
4455,Islomobod MFY,Narpay tumani,115
4456,Istiqlol MFY,Narpay tumani,115
4457,Iymon MFY,Narpay tumani,115
4458,Kadim QFY,Narpay tumani,115
4459,Korakul QFY,Narpay tumani,115
4460,Korasiyrok QFY,Narpay tumani,115
4461,Kosogoron QFY,Narpay tumani,115
4462,Kozikent MFY,Narpay tumani,115
4463,Koziyokli MFY,Narpay tumani,115
4464,Ko`k-ota MFY,Narpay tumani,115
4465,Magit MFY,Narpay tumani,115
4466,Maydakozok MFY,Narpay tumani,115
4467,Mirbozor SHFY,Narpay tumani,115
4468,Muqimiy MFY,Narpay tumani,115
4469,Mushkent MFY,Narpay tumani,115
4470,Mustaqillik MFY,Narpay tumani,115
4471,N.Urinov MFY,Narpay tumani,115
4472,Narpay MFY,Narpay tumani,115
4473,Navro`z MFY,Narpay tumani,115
4474,Nog`araxona MFY,Narpay tumani,115
4475,Nug`ay MFY,Narpay tumani,115
4476,o`Abduraximov MFY,Narpay tumani,115
4477,Olti ug`il QFY,Narpay tumani,115
4478,Olti ug`il MFY,Narpay tumani,115
4479,Oq-oltin MFY,Narpay tumani,115
4480,O`zbekiston MFY,Narpay tumani,115
4481,O`zbekkenti MFY,Narpay tumani,115
4482,R.Olchin MFY,Narpay tumani,115
4483,Salovat MFY,Narpay tumani,115
4484,Sarbozor MFY,Narpay tumani,115
4485,shahar mfylari,Narpay tumani,115
4486,Sohibkor MFY,Narpay tumani,115
4487,T.Roziqov MFY,Narpay tumani,115
4488,Tepa MFY,Narpay tumani,115
4489,Tepaqo`rg`on MFY,Narpay tumani,115
4490,Tinchlik MFY,Narpay tumani,115
4491,Tortuvli MFY,Narpay tumani,115
4492,Toshko`prik MFY,Narpay tumani,115
4493,Totkent MFY,Narpay tumani,115
4494,To`ron MFY,Narpay tumani,115
4495,X. Aliqulov MFY,Narpay tumani,115
4496,Xalqobod MFY,Narpay tumani,115
4497,Xo`jakarzon MFY,Narpay tumani,115
4498,Xo`jaqo`rg`on MFY,Narpay tumani,115
4499,Yangi ariq MFY,Narpay tumani,115
4500,Yangiqo`rg`on QFY,Narpay tumani,115
4501,Yangirabod QFY,Narpay tumani,115
4502,Zirabulok MFY,Narpay tumani,115
4503,Zoir ota MFY,Narpay tumani,115
4504,Agron MFY,Nurabod tumani,116
4505,Amir-Temur MFY,Nurabod tumani,116
4506,Arab-ota MFY,Nurabod tumani,116
4507,Boshkuduk MFY,Nurabod tumani,116
4508,Do`stlik MFY,Nurabod tumani,116
4509,Eshat MFY,Nurabod tumani,116
4510,Girdikurg`on MFY,Nurabod tumani,116
4511,Jarkuduk MFY,Nurabod tumani,116
4512,Jarquduq QFY,Nurabod tumani,116
4513,Jom QFY,Nurabod tumani,116
4514,Jom MFY,Nurabod tumani,116
4515,K?chk?ldik MFY,Nurabod tumani,116
4516,Kalta MFY,Nurabod tumani,116
4517,Kilichli MFY,Nurabod tumani,116
4518,Mehnatkash MFY,Nurabod tumani,116
4519,Navbahor MFY,Nurabod tumani,116
4520,Navruz MFY,Nurabod tumani,116
4521,Nurbulok MFY,Nurabod tumani,116
4522,Nurbuloq QFY,Nurabod tumani,116
4523,Nurdum MFY,Nurabod tumani,116
4524,Oksoy MFY,Nurabod tumani,116
4525,Olga MFY,Nurabod tumani,116
4526,Omondara MFY,Nurabod tumani,116
4527,Pulatchi MFY,Nurabod tumani,116
4528,Qo`rg`oncha MFY,Nurabod tumani,116
4529,Sepki MFY,Nurabod tumani,116
4530,Sarikul MFY,Nurabod tumani,116
4531,Saroy MFY,Nurabod tumani,116
4532,Sazag`on QFY,Nurabod tumani,116
4533,Sazag`on MFY,Nurabod tumani,116
4534,Sharq-Yulduzi MFY,Nurabod tumani,116
4535,Shaxar mfylari,Nurabod tumani,116
4536,Shurobod MFY,Nurabod tumani,116
4537,T.Usanov MFY,Nurabod tumani,116
4538,Tegirmonboshi MFY,Nurabod tumani,116
4539,Tepakul MFY,Nurabod tumani,116
4540,Tim QFY,Nurabod tumani,116
4541,Tutli QFY,Nurabod tumani,116
4542,Ulus QFY,Nurabod tumani,116
4543,Ulus MFY,Nurabod tumani,116
4544,Urtabuz MFY,Nurabod tumani,116
4545,Xalkobod MFY,Nurabod tumani,116
4546,Xazarmali MFY,Nurabod tumani,116
4547,A.Navoiy QFY,Oqdaryo tumani,117
4548,Amur Temur MFY,Oqdaryo tumani,117
4549,Arpa MFY,Oqdaryo tumani,117
4550,Avazali MFY,Oqdaryo tumani,117
4551,Boshdarxon MFY,Oqdaryo tumani,117
4552,Bozorjoy MFY,Oqdaryo tumani,117
4553,Charbog` 2 MFY,Oqdaryo tumani,117
4554,Dahbed MFY,Oqdaryo tumani,117
4555,Dahbed SHFY,Oqdaryo tumani,117
4556,Galaravot MFY,Oqdaryo tumani,117
4557,Ko`ksoqol MFY,Oqdaryo tumani,117
4558,Kumushkent MFY,Oqdaryo tumani,117
4559,Loyish MFY,Oqdaryo tumani,117
4560,Loyish SHFY,Oqdaryo tumani,117
4561,Moykovok MFY,Oqdaryo tumani,117
4562,Mustaqillik MFY,Oqdaryo tumani,117
4563,Navoiy MFY,Oqdaryo tumani,117
4564,Navro`z MFY,Oqdaryo tumani,117
4565,Oqdaryo MFY,Oqdaryo tumani,117
4566,Oytamg`ali MFY,Oqdaryo tumani,117
4567,O`zbekiston MFY,Oqdaryo tumani,117
4568,Paxtaobod MFY,Oqdaryo tumani,117
4569,Po`latdarxon MFY,Oqdaryo tumani,117
4570,Primknt MFY,Oqdaryo tumani,117
4571,Primkent QFY,Oqdaryo tumani,117
4572,Qorateri QFY,Oqdaryo tumani,117
4573,Rayimqo`lov MFY,Oqdaryo tumani,117
4574,Sarka MFY,Oqdaryo tumani,117
4575,Shermatov MFY,Oqdaryo tumani,117
4576,Sug`onchi MFY,Oqdaryo tumani,117
4577,Temirak MFY,Oqdaryo tumani,117
4578,Uchtepa MFY,Oqdaryo tumani,117
4579,Uzunqishloq MFY,Oqdaryo tumani,117
4580,Yangihayot MFY,Oqdaryo tumani,117
4581,Yangikent QFY,Oqdaryo tumani,117
4582,Yangiobod MFY,Oqdaryo tumani,117
4583,Yangiqishloq MFY,Oqdaryo tumani,117
4584,Yangiqo`rg`on MFY,Oqdaryo tumani,117
4585,Yangiqo`rg`on QFY,Oqdaryo tumani,117
4586,Yangiravot-1MFY,Oqdaryo tumani,117
4587,Yangiravot-2 MFY,Oqdaryo tumani,117
4588,Zarafshon QFY,Oqdaryo tumani,117
4589,A Navoiy MFY,Payariq tumani,118
4590,Sarbozor MFY,Payariq tumani,118
4591,A Primov MFY,Payariq tumani,118
4592,A Yassaviy MFY,Payariq tumani,118
4593,Aliobod MFY,Payariq tumani,118
4594,Beshqo`rg`on MFY,Payariq tumani,118
4595,Bahor MFY,Payariq tumani,118
4596,Baxrin MFY,Payariq tumani,118
4597,Birlashgan QFY,Payariq tumani,118
4598,Birlashuv MFY,Payariq tumani,118
4599,Boshcho`rosh MFY,Payariq tumani,118
4600,Bo`ri MFY,Payariq tumani,118
4601,Bunyodkor MFY,Payariq tumani,118
4602,Chelak SHFY,Payariq tumani,118
4603,Cholmo`yin MFY,Payariq tumani,118
4604,Choporoshli QFY,Payariq tumani,118
4605,Choshtepa MFY,Payariq tumani,118
4606,Choshtepa QFY,Payariq tumani,118
4607,Dehqonobod MFY,Payariq tumani,118
4608,Darvishiq MFY,Payariq tumani,118
4609,Do`stlarobod MFY,Payariq tumani,118
4610,Do`stlik MFY,Payariq tumani,118
4611,Emalach MFY,Payariq tumani,118
4612,Ernazarqo`rg`on MFY,Payariq tumani,118
4613,Farovon MFY,Payariq tumani,118
4614,Fidokor MFY,Payariq tumani,118
4615,g`allakor MFY,Payariq tumani,118
4616,G`oyibota MFY,Payariq tumani,118
4617,Go`zal MFY,Payariq tumani,118
4618,Guliston MFY,Payariq tumani,118
4619,Guliston QFY,Payariq tumani,118
4620,I Ergashev MFY,Payariq tumani,118
4621,Ilg`or MFY,Payariq tumani,118
4622,Istiqlol MFY,Payariq tumani,118
4623,Juvozxona MFY,Payariq tumani,118
4624,Kattasaydov MFY,Payariq tumani,118
4625,Ko`kdala QFY,Payariq tumani,118
4626,Ko`ktepa MFY,Payariq tumani,118
4627,Ko`lto`sin MFY,Payariq tumani,118
4628,Ko`paki MFY,Payariq tumani,118
4629,Kulto`sin QFY,Payariq tumani,118
4630,M Ulug`bek MFY,Payariq tumani,118
4631,Madaniyat MFY,Payariq tumani,118
4632,Maniobod MFY,Payariq tumani,118
4633,Mustaqillik MFY,Payariq tumani,118
4634,Muxammadi MFY,Payariq tumani,118
4635,Nakurt MFY,Payariq tumani,118
4636,Navbahor MFY,Payariq tumani,118
4637,Navro`z MFY,Payariq tumani,118
4638,Olmazor MFY,Payariq tumani,118
4639,Oqqo`rg`on MFY,Payariq tumani,118
4640,Oqqo`rg`on QFY,Payariq tumani,118
4641,Oytamg`ali QFY,Payariq tumani,118
4642,O`rtasaydov QFY,Payariq tumani,118
4643,O`zbekiston MFY,Payariq tumani,118
4644,Polvonariq MFY,Payariq tumani,118
4645,Qahramon MFY,Payariq tumani,118
4646,Qirqovul MFY,Payariq tumani,118
4647,Qorasuv QFY,Payariq tumani,118
4648,Qumchuq MFY,Payariq tumani,118
4649,Rayim MFY,Payariq tumani,118
4650,Sanoat QFY,Payariq tumani,118
4651,Sho`rtepa MFY,Payariq tumani,118
4652,Sorisuv MFY,Payariq tumani,118
4653,T Axmedov MFY,Payariq tumani,118
4654,T Jo`raev MFY,Payariq tumani,118
4655,Tamoyrot MFY,Payariq tumani,118
4656,Toshhavuz MFY,Payariq tumani,118
4657,Toxirshayx MFY,Payariq tumani,118
4658,To`polos MFY,Payariq tumani,118
4659,Turkibola MFY,Payariq tumani,118
4660,X.Ismoil MFY,Payariq tumani,118
4661,Xolqobod MFY,Payariq tumani,118
4662,Xosa MFY,Payariq tumani,118
4663,Xo`jaobod MFY,Payariq tumani,118
4664,Zarafshon MFY,Payariq tumani,118
4665,A.Temur MFY,Pastarg'om tumani,119
4666,Agron MFY,Pastarg'om tumani,119
4667,Anhor QFY,Pastarg'om tumani,119
4668,Arabxona QFY,Pastarg'om tumani,119
4669,Beklar MFY,Pastarg'om tumani,119
4670,Beshbola MFY,Pastarg'om tumani,119
4671,Beshqahramon QFY,Pastarg'om tumani,119
4672,Beshnayman MFY,Pastarg'om tumani,119
4673,Bakkol MFY,Pastarg'om tumani,119
4674,Balxiyon MFY,Pastarg'om tumani,119
4675,Baxor MFY,Pastarg'om tumani,119
4676,Baxshiboy MFY,Pastarg'om tumani,119
4677,Bobur nomli MFY,Pastarg'om tumani,119
4678,Bogishamol MFY,Pastarg'om tumani,119
4679,Bogonali MFY,Pastarg'om tumani,119
4680,Bolatosh QFY,Pastarg'om tumani,119
4681,Boldir MFY,Pastarg'om tumani,119
4682,Boltali MFY,Pastarg'om tumani,119
4683,Buston MFY,Pastarg'om tumani,119
4684,Buyuk turon MFY,Pastarg'om tumani,119
4685,Chandir MFY,Pastarg'om tumani,119
4686,Chandirobod MFY,Pastarg'om tumani,119
4687,Charxin MFY,Pastarg'om tumani,119
4688,Charxin SHFY,Pastarg'om tumani,119
4689,Chimboy QFY,Pastarg'om tumani,119
4690,Chimboy MFY,Pastarg'om tumani,119
4691,Chortut MFY,Pastarg'om tumani,119
4692,Dimishkibola QFY,Pastarg'om tumani,119
4693,Durmonsoy MFY,Pastarg'om tumani,119
4694,Durmontepa QFY,Pastarg'om tumani,119
4695,Do`stlik MFY,Pastarg'om tumani,119
4696,Elbek MFY,Pastarg'om tumani,119
4697,Esaboy MFY,Pastarg'om tumani,119
4698,Eski Juma MFY,Pastarg'om tumani,119
4699,Furkat MFY,Pastarg'om tumani,119
4700,Galatut MFY,Pastarg'om tumani,119
4701,Go`zalkent QFY,Pastarg'om tumani,119
4702,Go`zalkent MFY,Pastarg'om tumani,119
4703,Gulakandoz MFY,Pastarg'om tumani,119
4704,Guliston MFY,Pastarg'om tumani,119
4705,Gulobod MFY,Pastarg'om tumani,119
4706,Gumbaz MFY,Pastarg'om tumani,119
4707,Ilm MFY,Pastarg'om tumani,119
4708,Imomjon kadimiy yodgorligi MFY,Pastarg'om tumani,119
4709,Iskandari MFY,Pastarg'om tumani,119
4710,Jagalboyli MFY,Pastarg'om tumani,119
4711,Jaul Kosim MFY,Pastarg'om tumani,119
4712,K.Rajabov MFY,Pastarg'om tumani,119
4713,Kamolot MFY,Pastarg'om tumani,119
4714,Karabuyin MFY,Pastarg'om tumani,119
4715,Katta-Nayman MFY,Pastarg'om tumani,119
4716,Kichik Naymancha MFY,Pastarg'om tumani,119
4717,Koksoy MFY,Pastarg'om tumani,119
4718,Koraguppa MFY,Pastarg'om tumani,119
4719,Korasuv MFY,Pastarg'om tumani,119
4720,Kukoni MFY,Pastarg'om tumani,119
4721,Qush Chinor MFY,Pastarg'om tumani,119
4722,Kushkuduk MFY,Pastarg'om tumani,119
4723,Mehnat MFY,Pastarg'om tumani,119
4724,Madaniy yurish MFY,Pastarg'om tumani,119
4725,Mangitobod MFY,Pastarg'om tumani,119
4726,Mirzatut MFY,Pastarg'om tumani,119
4727,Mustakillik MFY,Pastarg'om tumani,119
4728,Namuna QFY,Pastarg'om tumani,119
4729,Navbaxor MFY,Pastarg'om tumani,119
4730,Navoiy MFY,Pastarg'om tumani,119
4731,Navruz MFY,Pastarg'om tumani,119
4732,Nayman MFY,Pastarg'om tumani,119
4733,Nomozgox MFY,Pastarg'om tumani,119
4734,Novchandir MFY,Pastarg'om tumani,119
4735,Ok mangit MFY,Pastarg'om tumani,119
4736,Oq oltin MFY,Pastarg'om tumani,119
4737,Oltikaxramon,Pastarg'om tumani,119
4738,Oshik ota MFY,Pastarg'om tumani,119
4739,Parcha Chandir MFY,Pastarg'om tumani,119
4740,Parchakora MFY,Pastarg'om tumani,119
4741,Paxtachi MFY,Pastarg'om tumani,119
4742,Paxtakor MFY,Pastarg'om tumani,119
4743,Pulatchi QFY,Pastarg'om tumani,119
4744,Pulatchi MFY,Pastarg'om tumani,119
4745,Qaravultepa MFY,Pastarg'om tumani,119
4746,Qarshiobod MFY,Pastarg'om tumani,119
4747,Qator terak MFY,Pastarg'om tumani,119
4748,Ravot MFY,Pastarg'om tumani,119
4749,Samarqand MFY,Pastarg'om tumani,119
4750,Sanchikul MFY,Pastarg'om tumani,119
4751,Sanchiqul QFY,Pastarg'om tumani,119
4752,Saribosh QFY,Pastarg'om tumani,119
4753,Sazagon MFY,Pastarg'om tumani,119
4754,Sh.Rashidov MFY,Pastarg'om tumani,119
4755,Shombuloq MFY,Pastarg'om tumani,119
4756,Sinchi MFY,Pastarg'om tumani,119
4757,Temir yo`l MFY,Pastarg'om tumani,119
4758,Temirxo`ja MFY,Pastarg'om tumani,119
4759,Tinchlik MFY,Pastarg'om tumani,119
4760,Torarik MFY,Pastarg'om tumani,119
4761,Torarik QFY,Pastarg'om tumani,119
4762,Toz Qulton MFY,Pastarg'om tumani,119
4763,Tukboy MFY,Pastarg'om tumani,119
4764,Turkman MFY,Pastarg'om tumani,119
4765,Turon MFY,Pastarg'om tumani,119
4766,Turt Aygir MFY,Pastarg'om tumani,119
4767,Turt tom MFY,Pastarg'om tumani,119
4768,Uch tepa MFY,Pastarg'om tumani,119
4769,Ulug`bek MFY,Pastarg'om tumani,119
4770,Un ikki MFY,Pastarg'om tumani,119
4771,Urta Charxin MFY,Pastarg'om tumani,119
4772,Usku MFY,Pastarg'om tumani,119
4773,Utarchi MFY,Pastarg'om tumani,119
4774,Xavuzak MFY,Pastarg'om tumani,119
4775,Xindiboy MFY,Pastarg'om tumani,119
4776,Xonchorbog` MFY,Pastarg'om tumani,119
4777,Yangi avlod MFY,Pastarg'om tumani,119
4778,Yangikishlok MFY,Pastarg'om tumani,119
4779,Yangiobod MFY,Pastarg'om tumani,119
4780,Yangiravot MFY,Pastarg'om tumani,119
4781,Yangisanoat MFY,Pastarg'om tumani,119
4782,Yuqori bog`onali MFY,Pastarg'om tumani,119
4783,Zangiboy MFY,Pastarg'om tumani,119
4784,Zormon MFY,Pastarg'om tumani,119
4785,Alisher Navoiy MFY,Paxtachi tumani,120
4786,Amir Temur MFY,Paxtachi tumani,120
4787,Amirobod MFY,Paxtachi tumani,120
4788,Bobon MFY,Paxtachi tumani,120
4789,Bodoy MFY,Paxtachi tumani,120
4790,Bog`oloni MFY,Paxtachi tumani,120
4791,Boltali MFY,Paxtachi tumani,120
4792,Bo`ston MFY,Paxtachi tumani,120
4793,Burqut MFY,Paxtachi tumani,120
4794,Chashma MFY,Paxtachi tumani,120
4795,Chorgo`sha MFY,Paxtachi tumani,120
4796,Choshtepa MFY,Paxtachi tumani,120
4797,Dabus qal`a MFY,Paxtachi tumani,120
4798,Do`ng MFY,Paxtachi tumani,120
4799,Do`stobod QFY,Paxtachi tumani,120
4800,Eshmatjobi MFY,Paxtachi tumani,120
4801,Farovon yo`ldoshobod,Paxtachi tumani,120
4802,Go`ro`g`li MFY,Paxtachi tumani,120
4803,Guliston MFY,Paxtachi tumani,120
4804,Ismoilobod MFY,Paxtachi tumani,120
4805,Istiqbol MFY,Paxtachi tumani,120
4806,Istiqlol MFY,Paxtachi tumani,120
4807,Jahonobod MFY,Paxtachi tumani,120
4808,Jona MFY,Paxtachi tumani,120
4809,Keshtali MFY,Paxtachi tumani,120
4810,Ko`rpa MFY,Paxtachi tumani,120
4811,Mirkent MFY,Paxtachi tumani,120
4812,Mirsiddiq Hashmat,Paxtachi tumani,120
4813,Mirza Salimiy MFY,Paxtachi tumani,120
4814,Mirzo Ulug`bek MFY,Paxtachi tumani,120
4815,Mirzo Nodim MFY,Paxtachi tumani,120
4816,Mirzo Olim MFY,Paxtachi tumani,120
4817,Misit QFY,Paxtachi tumani,120
4818,Mojor MFY,Paxtachi tumani,120
4819,Nahripay MFY,Paxtachi tumani,120
4820,Nayman MFY,Paxtachi tumani,120
4821,Niyozjobi MFY,Paxtachi tumani,120
4822,Nurafshon MFY,Paxtachi tumani,120
4823,Oqtepa MFY,Paxtachi tumani,120
4824,O`rta MFY,Paxtachi tumani,120
4825,Pastburqut MFY,Paxtachi tumani,120
4826,Poyonigumbaz MFY,Paxtachi tumani,120
4827,Po`latchi QFY,Paxtachi tumani,120
4828,Qarnab QFY,Paxtachi tumani,120
4829,Qirguli MFY,Paxtachi tumani,120
4830,Qodiris MFY,Paxtachi tumani,120
4831,Qoratepa MFY,Paxtachi tumani,120
4832,Qoraunos MFY,Paxtachi tumani,120
4833,Qo`shhovuz MFY,Paxtachi tumani,120
4834,Quvondiq MFY,Paxtachi tumani,120
4835,Quyibog` QFY,Paxtachi tumani,120
4836,Sadr ziyo MFY,Paxtachi tumani,120
4837,Sardoba MFY,Paxtachi tumani,120
4838,Saroy MFY,Paxtachi tumani,120
4839,Shamsnazar MFY,Paxtachi tumani,120
4840,Sohil bo`yi MFY,Paxtachi tumani,120
4841,Sotiboldi MFY,Paxtachi tumani,120
4842,Sultonobod QFY,Paxtachi tumani,120
4843,Suluvqo`rg`on MFY,Paxtachi tumani,120
4844,Tadbirkor MFY,Paxtachi tumani,120
4845,Taraqqiyot MFY,Paxtachi tumani,120
4846,Tinchlik MFY,Paxtachi tumani,120
4847,Toshko`prik MFY,Paxtachi tumani,120
4848,To`g`olon MFY,Paxtachi tumani,120
4849,Ukrash MFY,Paxtachi tumani,120
4850,Urg`uch MFY,Paxtachi tumani,120
4851,Urganji MFY,Paxtachi tumani,120
4852,Hayitelbegi MFY,Paxtachi tumani,120
4853,Xayrobod QFY,Paxtachi tumani,120
4854,Xudoyberdi MFY,Paxtachi tumani,120
4855,Xumor QFY,Paxtachi tumani,120
4856,Yangiobod MFY,Paxtachi tumani,120
4857,Zarafshon MFY,Paxtachi tumani,120
4858,Ziyovuddin SHFY,Paxtachi tumani,120
4859,Andijoni MFY,Samarqand tumani,121
4860,Angarolmos MFY,Samarqand tumani,121
4861,Badal MFY,Samarqand tumani,121
4862,Bo`zi MFY,Samarqand tumani,121
4863,Buxori MFY,Samarqand tumani,121
4864,Chaqqa MFY,Samarqand tumani,121
4865,Chorshanba MFY,Samarqand tumani,121
4866,Chumchuqli MFY,Samarqand tumani,121
4867,Dehnav MFY,Samarqand tumani,121
4868,Dashtakibolo QFY,Samarqand tumani,121
4869,Dashtiso`xta MFY,Samarqand tumani,121
4870,Gulbog` MFY,Samarqand tumani,121
4871,Gulobod MFY,Samarqand tumani,121
4872,Ipakchi MFY,Samarqand tumani,121
4873,Jarqishloq MFY,Samarqand tumani,121
4874,Jo`yisoy MFY,Samarqand tumani,121
4875,Kattako`rgonariq QFY,Samarqand tumani,121
4876,Konigil MFY,Samarqand tumani,121
4877,Ko`saxo MFY,Samarqand tumani,121
4878,Kulba MFY,Samarqand tumani,121
4879,Kulbaipoyon QFY,Samarqand tumani,121
4880,Markaziy Arabxona MFY,Samarqand tumani,121
4881,Mirishkor MFY,Samarqand tumani,121
4882,Mironqul MFY,Samarqand tumani,121
4883,Navbog` MFY,Samarqand tumani,121
4884,Navobod MFY,Samarqand tumani,121
4885,Navobod MFY,Samarqand tumani,121
4886,Navro`z MFY,Samarqand tumani,121
4887,Navro`z MFY,Samarqand tumani,121
4888,Nayzat?ppa MFY,Samarqand tumani,121
4889,Obod MFY,Samarqand tumani,121
4890,Ohalik QFY,Samarqand tumani,121
4891,Oqmachit MFY,Samarqand tumani,121
4892,O`rta Arabxona MFY,Samarqand tumani,121
4893,O`rta Ohalik MFY,Samarqand tumani,121
4894,O`rta Turkman MFY,Samarqand tumani,121
4895,O`rtashiq MFY,Samarqand tumani,121
4896,O`zbekkenti MFY,Samarqand tumani,121
4897,Parrandachi MFY,Samarqand tumani,121
4898,Past Oxalik MFY,Samarqand tumani,121
4899,Pulimug`ob MFY,Samarqand tumani,121
4900,Qavchinon MFY,Samarqand tumani,121
4901,Qavchinonibolo MFY,Samarqand tumani,121
4902,Qaynama QFY,Samarqand tumani,121
4903,Qorasuv MFY,Samarqand tumani,121
4904,Qoziariq MFY,Samarqand tumani,121
4905,Qoziqo`rg`on MFY,Samarqand tumani,121
4906,Qo`shko`pruk MFY,Samarqand tumani,121
4907,Qo`shmachit MFY,Samarqand tumani,121
4908,Qo`shtamg`ali MFY,Samarqand tumani,121
4909,Qo`shtamg`ali QFY,Samarqand tumani,121
4910,Qo`yi Arabxona MFY,Samarqand tumani,121
4911,Qo`yi Chordara MFY,Samarqand tumani,121
4912,Qo`yi Qaynama MFY,Samarqand tumani,121
4913,Qo`yi Turkman MFY,Samarqand tumani,121
4914,Qumzor MFY,Samarqand tumani,121
4915,Rajabamin MFY,Samarqand tumani,121
4916,Ravonak MFY,Samarqand tumani,121
4917,Rustam MFY,Samarqand tumani,121
4918,Sarimazor MFY,Samarqand tumani,121
4919,Shalg`amon MFY,Samarqand tumani,121
4920,Sho`rboi-1 MFY,Samarqand tumani,121
4921,Sho`rboi-2 MFY,Samarqand tumani,121
4922,Sho`rboicha MFY,Samarqand tumani,121
4923,Sulfakabutak MFY,Samarqand tumani,121
4924,Talibarzui bolo MFY,Samarqand tumani,121
4925,Talibarzui poyon MFY,Samarqand tumani,121
4926,Ulug`bek QFY,Samarqand tumani,121
4927,Urganji MFY,Samarqand tumani,121
4928,Xaymari bolo MFY,Samarqand tumani,121
4929,Xaymari poyon MFY,Samarqand tumani,121
4930,Xoja Axrori Vali-1 MFY,Samarqand tumani,121
4931,Xoja Axrori Vali-2 MFY,Samarqand tumani,121
4932,Yangiariq MFY,Samarqand tumani,121
4933,Yangiariq MFY,Samarqand tumani,121
4934,Yangiariq - 1 MFY,Samarqand tumani,121
4935,Yangijoy MFY,Samarqand tumani,121
4936,Yangiobod MFY,Samarqand tumani,121
4937,Yangiravot MFY,Samarqand tumani,121
4938,Yukori Turkman MFY,Samarqand tumani,121
4939,Yuqori Arabxona MFY,Samarqand tumani,121
4940,Yuqori Chordara MFY,Samarqand tumani,121
4941,Yuqori Qaynama MFY,Samarqand tumani,121
4942,Zahlik MFY,Samarqand tumani,121
4943,Abdulla Qaxxor MFY,Samarqand shahri,122
4944,Abdurahmon Jomiy MFY,Samarqand shahri,122
4945,Abu Abdullo Rudakiy MFY,Samarqand shahri,122
4946,Abu Rayxon B?runiy MFY,Samarqand shahri,122
4947,Adolat MFY,Samarqand shahri,122
4948,Aeroport MFY,Samarqand shahri,122
4949,Afrosiyob MFY,Samarqand shahri,122
4950,Al Buxoriy MFY,Samarqand shahri,122
4951,Al Farobiy MFY,Samarqand shahri,122
4952,Ali Kushchi MFY,Samarqand shahri,122
4953,Ali zoda MFY,Samarqand shahri,122
4954,Alisher Navoiy MFY,Samarqand shahri,122
4955,Amir Temur MFY,Samarqand shahri,122
4956,Anhor MFY,Samarqand shahri,122
4957,Axillik MFY,Samarqand shahri,122
4958,Axmad Yassaviy MFY,Samarqand shahri,122
4959,Beklar MFY,Samarqand shahri,122
4960,Bekxo MFY,Samarqand shahri,122
