ID,Mahalla,Tuman,ID (tuman)
9675,Alisher Navoiy MFY,Yashnobod tumani,204
9676,Amir Temur MFY,Yashnobod tumani,204
9677,Asalobod MFY,Yashnobod tumani,204
9678,Aviasozlar MFY,Yashnobod tumani,204
9679,Axmad Yassaviy MFY,Yashnobod tumani,204
9680,Behizor MFY,Yashnobod tumani,204
9681,Besh bola MFY,Yashnobod tumani,204
9682,Bahor MFY,Yashnobod tumani,204
9683,Binokor MFY,Yashnobod tumani,204
9684,Birlashgan MFY,Yashnobod tumani,204
9685,Bobur MFY,Yashnobod tumani,204
9686,Boyqo`rg`on MFY,Yashnobod tumani,204
9687,Boysun MFY,Yashnobod tumani,204
9688,Bunyodkor MFY,Yashnobod tumani,204
9689,Cho`lpon MFY,Yashnobod tumani,204
9690,Donishmand MFY,Yashnobod tumani,204
9691,Do`stlik MFY,Yashnobod tumani,204
9692,Go`zal MFY,Yashnobod tumani,204
9693,Guliston MFY,Yashnobod tumani,204
9694,Hamza MFY,Yashnobod tumani,204
9695,Iltifot MFY,Yashnobod tumani,204
9696,Iqbol MFY,Yashnobod tumani,204
9697,Istiqlol MFY,Yashnobod tumani,204
9698,Jarqo`rg`on MFY,Yashnobod tumani,204
9699,Jo`rabek MFY,Yashnobod tumani,204
9700,Katta Yangiobod MFY,Yashnobod tumani,204
9701,Ma`rifat MFY,Yashnobod tumani,204
9702,Mashinasozlar MFY,Yashnobod tumani,204
9703,Maxmur MFY,Yashnobod tumani,204
9704,Mirzo Ulug`bek MFY,Yashnobod tumani,204
9705,Moxinur MFY,Yashnobod tumani,204
9706,Muqimiy MFY,Yashnobod tumani,204
9707,Mustakillik 10 yil MFY,Yashnobod tumani,204
9708,Mustaqillik MFY,Yashnobod tumani,204
9709,Muxtor Ashrafiy MFY,Yashnobod tumani,204
9710,Navro`z MFY,Yashnobod tumani,204
9711,Nodira MFY,Yashnobod tumani,204
9712,Olmos MFY,Yashnobod tumani,204
9713,Oydinko`l MFY,Yashnobod tumani,204
9714,O`rta Masjid MFY,Yashnobod tumani,204
9715,Parvoz MFY,Yashnobod tumani,204
9716,Qatta qo`yliq MFY,Yashnobod tumani,204
9717,Qo`ylik ota MFY,Yashnobod tumani,204
9718,Taraqqiyot MFY,Yashnobod tumani,204
9719,Tarnov boshi MFY,Yashnobod tumani,204
9720,To`y tepa MFY,Yashnobod tumani,204
9721,Tuzel MFY,Yashnobod tumani,204
9722,Umid MFY,Yashnobod tumani,204
9723,Usmon Nosir MFY,Yashnobod tumani,204
9724,Xarbiylar MFY,Yashnobod tumani,204
9725,Yangi Davr MFY,Yashnobod tumani,204
9726,Yanginur MFY,Yashnobod tumani,204
9727,Yangiobod MFY,Yashnobod tumani,204
9728,Yangiqo`rg`on MFY,Yashnobod tumani,204
9729,1-Charx Kamolon MFY,Chilonzor tumani,205
9730,1-Qatortol MFY,Chilonzor tumani,205
9731,2-Charx Kamolon MFY,Chilonzor tumani,205
9732,2-Qatortol MFY,Chilonzor tumani,205
9733,3-Charx Kamolon MFY,Chilonzor tumani,205
9734,Al-Xorazmiy MFY,Chilonzor tumani,205
9735,Bekto`pi MFY,Chilonzor tumani,205
9736,Beshqo`rg`on MFY,Chilonzor tumani,205
9737,Beshyog`och MFY,Chilonzor tumani,205
9738,Bahoriston MFY,Chilonzor tumani,205
9739,Bog`iston MFY,Chilonzor tumani,205
9740,Botirma MFY,Chilonzor tumani,205
9741,Bo`ri jar MFY,Chilonzor tumani,205
9742,Chilonzor MFY,Chilonzor tumani,205
9743,Cho`pon-ota MFY,Chilonzor tumani,205
9744,Do`mbirobod MFY,Chilonzor tumani,205
9745,Do`stlik MFY,Chilonzor tumani,205
9746,G`ofur G`ulom MFY,Chilonzor tumani,205
9747,Guliston MFY,Chilonzor tumani,205
9748,Hamza MFY,Chilonzor tumani,205
9749,Hayrobod MFY,Chilonzor tumani,205
9750,Katta Dumbiraobod MFY,Chilonzor tumani,205
9751,Katta Chilonzor-1 MFY,Chilonzor tumani,205
9752,Katta Chilonzor-2 MFY,Chilonzor tumani,205
9753,Katta Chilonzor-3 MFY,Chilonzor tumani,205
9754,Katta Qozirobod MFY,Chilonzor tumani,205
9755,Katta Xirmon tepa MFY,Chilonzor tumani,205
9756,Kichik Xirmontepa MFY,Chilonzor tumani,205
9757,Ko`tarma MFY,Chilonzor tumani,205
9758,Lutfiy MFY,Chilonzor tumani,205
9759,Mehrjon MFY,Chilonzor tumani,205
9760,Mevazor MFY,Chilonzor tumani,205
9761,Mavzu-8 MFY,Chilonzor tumani,205
9762,Naqqoshlik MFY,Chilonzor tumani,205
9763,Navbahor MFY,Chilonzor tumani,205
9764,Novza MFY,Chilonzor tumani,205
9765,No`g`oy-Qo`rg`on MFY,Chilonzor tumani,205
9766,Olmazor MFY,Chilonzor tumani,205
9767,Oq-tepa MFY,Chilonzor tumani,205
9768,Qatortol MFY,Chilonzor tumani,205
9769,Sharaf MFY,Chilonzor tumani,205
9770,Sharq MFY,Chilonzor tumani,205
9771,Sharq Tongi MFY,Chilonzor tumani,205
9772,Tinchlik MFY,Chilonzor tumani,205
9773,Tirsakobod MFY,Chilonzor tumani,205
9774,Xalqlar Do`stligi MFY,Chilonzor tumani,205
9775,Xirmon tepa MFY,Chilonzor tumani,205
9776,Yakkabog`MFY,Chilonzor tumani,205
9777,Yakkatut MFY,Chilonzor tumani,205
9778,Beltepa MFY,Shayxontohur tumani,206
9779,Bog` ko`cha MFY,Shayxontohur tumani,206
9780,Bo`ston MFY,Shayxontohur tumani,206
9781,Chaqar MFY,Shayxontohur tumani,206
9782,Chorsu MFY,Shayxontohur tumani,206
9783,Cho`ponota MFY,Shayxontohur tumani,206
9784,Eshonguzar MFY,Shayxontohur tumani,206
9785,EskiJararik MFY,Shayxontohur tumani,206
9786,Gulbozor MFY,Shayxontohur tumani,206
9787,Gulobod MFY,Shayxontohur tumani,206
9788,Ibn Sino MFY,Shayxontohur tumani,206
9789,Ilg`or MFY,Shayxontohur tumani,206
9790,Ipakchi MFY,Shayxontohur tumani,206
9791,Islomobod MFY,Shayxontohur tumani,206
9792,Janggox MFY,Shayxontohur tumani,206
9793,Jarariq MFY,Shayxontohur tumani,206
9794,Kamolon MFY,Shayxontohur tumani,206
9795,Kattabog` MFY,Shayxontohur tumani,206
9796,Kattaxovuz MFY,Shayxontohur tumani,206
9797,Koxota MFY,Shayxontohur tumani,206
9798,Ko`kcha MFY,Shayxontohur tumani,206
9799,Labzak MFY,Shayxontohur tumani,206
9800,M.Uyg`ur MFY,Shayxontohur tumani,206
9801,Novza MFY,Shayxontohur tumani,206
9802,o`Xo`jaev MFY,Shayxontohur tumani,206
9803,Obinazir MFY,Shayxontohur tumani,206
9804,Olmazor MFY,Shayxontohur tumani,206
9805,Oqilon MFY,Shayxontohur tumani,206
9806,Oqtepa MFY,Shayxontohur tumani,206
9807,O`qchi MFY,Shayxontohur tumani,206
9808,O`rda MFY,Shayxontohur tumani,206
9809,O`zbekiston MFY,Shayxontohur tumani,206
9810,Qoratosh MFY,Shayxontohur tumani,206
9811,S.Darvoza MFY,Shayxontohur tumani,206
9812,Sarxumdon MFY,Shayxontohur tumani,206
9813,Saayxontoxur MFY,Shayxontohur tumani,206
9814,Saodlik MFY,Shayxontohur tumani,206
9815,Saofayzi MFY,Shayxontohur tumani,206
9816,Suzukota MFY,Shayxontohur tumani,206
9817,Taxtapul MFY,Shayxontohur tumani,206
9818,Tinchlik MFY,Shayxontohur tumani,206
9819,Xadra MFY,Shayxontohur tumani,206
9820,Xuvaydo MFY,Shayxontohur tumani,206
9821,Yangi Komolon MFY,Shayxontohur tumani,206
9822,Yangi-Beltepa MFY,Shayxontohur tumani,206
9823,Yangiobod MFY,Shayxontohur tumani,206
9824,Yangishaxar MFY,Shayxontohur tumani,206
9825,Zafarobod MFY,Shayxontohur tumani,206
9826,Zangiota MFY,Shayxontohur tumani,206
9827,Akbarobod MFY,Yunusobod tumani,207
9828,Astrobod MFY,Yunusobod tumani,207
9829,Axilobod MFY,Yunusobod tumani,207
9830,Axmad Donish MFY,Yunusobod tumani,207
9831,Beruniy MFY,Yunusobod tumani,207
9832,Bobodexkon MFY,Yunusobod tumani,207
9833,Bodomzor MFY,Yunusobod tumani,207
9834,Bogishamol MFY,Yunusobod tumani,207
9835,Chinor MFY,Yunusobod tumani,207
9836,Chosh-tepa MFY,Yunusobod tumani,207
9837,Do`stlik MFY,Yunusobod tumani,207
9838,Firdavsiy MFY,Yunusobod tumani,207
9839,G`. Abdullaev MFY,Yunusobod tumani,207
9840,Gayratiy MFY,Yunusobod tumani,207
9841,Guliston MFY,Yunusobod tumani,207
9842,Islomobod MFY,Yunusobod tumani,207
9843,Ittifoq MFY,Yunusobod tumani,207
9844,Jomiy MFY,Yunusobod tumani,207
9845,Kashkar MFY,Yunusobod tumani,207
9846,Kulolkurgon MFY,Yunusobod tumani,207
9847,Kushchinor MFY,Yunusobod tumani,207
9848,M. Ulugbek MFY,Yunusobod tumani,207
9849,Matonat MFY,Yunusobod tumani,207
9850,Ming-Urik MFY,Yunusobod tumani,207
9851,Minor MFY,Yunusobod tumani,207
9852,Navruz MFY,Yunusobod tumani,207
9853,Nodirabegim MFY,Yunusobod tumani,207
9854,Obod MFY,Yunusobod tumani,207
9855,Okibat MFY,Yunusobod tumani,207
9856,Okkurgon MFY,Yunusobod tumani,207
9857,Oktepa MFY,Yunusobod tumani,207
9858,Otchopar-1 MFY,Yunusobod tumani,207
9859,Otchopar-2 MFY,Yunusobod tumani,207
9860,Oybek MFY,Yunusobod tumani,207
9861,Posira MFY,Yunusobod tumani,207
9862,Sharq-Haqiqati MFY,Yunusobod tumani,207
9863,Shaxriston MFY,Yunusobod tumani,207
9864,Shayx Shivli MFY,Yunusobod tumani,207
9865,Shodlik MFY,Yunusobod tumani,207
9866,Sobirobod MFY,Yunusobod tumani,207
9867,Tinchlik MFY,Yunusobod tumani,207
9868,Turk-Kurgon MFY,Yunusobod tumani,207
9869,Turkiston MFY,Yunusobod tumani,207
9870,Turon MFY,Yunusobod tumani,207
9871,Uch-Kaxramon MFY,Yunusobod tumani,207
9872,Umid MFY,Yunusobod tumani,207
9873,Usta-Shirin MFY,Yunusobod tumani,207
9874,Uvaysiy MFY,Yunusobod tumani,207
9875,Uzbek.Mustak. MFY,Yunusobod tumani,207
9876,Xasanboy MFY,Yunusobod tumani,207
9877,Xiyobon tepa MFY,Yunusobod tumani,207
9878,Xusniobod MFY,Yunusobod tumani,207
9879,Yangi-xayot MFY,Yunusobod tumani,207
9880,Yangiarik MFY,Yunusobod tumani,207
9881,Yangiobod MFY,Yunusobod tumani,207
9882,Yunus ota MFY,Yunusobod tumani,207
9883,Yunusobod MFY,Yunusobod tumani,207
9884, Yakkasaroy MFY,Yakkasaroy tumani,208
9885, Yakkasaroy 2 MFY,Yakkasaroy tumani,208
9886, Rakat MFY,Yakkasaroy tumani,208
9887, A.Avloniy MFY,Yakkasaroy tumani,208
9888, Muqimiy MFY,Yakkasaroy tumani,208
9889, O`rikzor MFY,Yakkasaroy tumani,208
9890, To`qimachi MFY,Yakkasaroy tumani,208
9891, Bobur MFY,Yakkasaroy tumani,208
9892, Qushbegi MFY,Yakkasaroy tumani,208
9893, Boshliq MFY,Yakkasaroy tumani,208
9894, Usmon Nosir MFY,Yakkasaroy tumani,208
9895, Abdulla Qaxxor MFY,Yakkasaroy tumani,208
9896, Dam-ariq MFY,Yakkasaroy tumani,208
9897, Konstitutsiya MFY,Yakkasaroy tumani,208
9898, Tepa MFY,Yakkasaroy tumani,208
9899, Turkiston MFY,Yakkasaroy tumani,208
9900, Hamid Sulaymonov MFY,Yakkasaroy tumani,208
9901, Yunus Rajabiy MFY,Yakkasaroy tumani,208
9902,Adabiyot OFY,Qo'ng'irot tumani,20
9903,O’rnak OFY,Qo'ng'irot tumani,20
9904,Turon MFY,Qo'ng'irot tumani,20
9905,Bo’ston MFY,Qo'ng'irot tumani,20
9906,Turkiston MFY,Qo'ng'irot tumani,20
9907,Xorazm OFY,Qo'ng'irot tumani,20
9908,Qanli OFY,Qo'ng'irot tumani,20
9909,Olmazor MFY,Qo'ng'irot tumani,20
9910,Gulobod MFY,Qo'ng'irot tumani,20
9911,Qumbuz OFY,Qo'ng'irot tumani,20
9912,Novoiy MFY,Qo'ng'irot tumani,20
9913,Temiryo’l MFY,Qo'ng'irot tumani,20
9914,Abad makan MP,Taxiatosh shahri,209
9915,Jayxun MP,Taxiatosh shahri,209
9916,Taqiyatas MP,Taxiatosh shahri,209
9917,Shamshiraq MP,Taxiatosh shahri,209
9918,Dosliq MP,Taxiatosh shahri,209
9919,Xaliqlar doslig'i MP,Taxiatosh shahri,209
9920,Qusshiliq MP,Taxiatosh shahri,209
9921,Orayliq MP,Taxiatosh shahri,209
9922,Aydin jol MP,Taxiatosh shahri,209
9923,Nurli kelejek MP,Taxiatosh shahri,209
9924,Naymankol AP,Taxiatosh shahri,209
9925,Keneges AP,Taxiatosh shahri,209
9926,Saraykol AP,Taxiatosh shahri,209
9927,Yangi qishloq MFY,Qo'mqo'rg'on tumani,130
9928,Xalqabod MFY,Qo'mqo'rg'on tumani,130
9929,Qipchoq OFY,Qo'ng'irot tumani,20
9930,Ajiniyaz OFY,Qo'ng'irot tumani,20
9931,Suuenli OFY,Qo'ng'irot tumani,20
9932,Ravshan OFY,Qo'ng'irot tumani,20
9933,Mehnatobod OFY,Qo'ng'irot tumani,20
9934,Ko’kdaryo OFY,Qo'ng'irot tumani,20
9935,Ustirt OFY,Qo'ng'irot tumani,20
9936,Qo’ng’irot OFY,Qo'ng'irot tumani,20
9937,Qung'irot MFY,Qo'ng'irot tumani,20
9938,Ozodlik MFY,Qo'ng'irot tumani,20
9939,Taraqli MFY,Qo'ng'irot tumani,20
9940,Jinishke MFY,Qo'ng'irot tumani,20
9941,Sanoat MFY,Qo'ng'irot tumani,20
9942,Hokim ota MFY,Qo'ng'irot tumani,20
9943,Mingjarg’on MFY,Qo'ng'irot tumani,20
9944,Talliq MFY,Qo'ng'irot tumani,20
9945,Qoratol MFY,Qo'ng'irot tumani,20
9946,Xanjap MFY,Qo'ng'irot tumani,20
9947,Monshaqli MFY,Qo'ng'irot tumani,20
9948,Qumbiz MFY,Qo'ng'irot tumani,20
9949,Berdax MFY,Qo'ng'irot tumani,20
9950,Qashi MFY,Qo'ng'irot tumani,20
9951,Kiyet MFY,Qo'ng'irot tumani,20
9952,Oltinko’l ShFY,Qo'ng'irot tumani,20
9953,Elobod ShFY,Qo'ng'irot tumani,20
9954,Jasliq ShFY,Qo'ng'irot tumani,20
9955,Qirq qiz ShFY,Qo'ng'irot tumani,20
9956,Qoraqalpog’iston ShFY,Qo'ng'irot tumani,20
9957,Abay OFY,Beruniy tumani,16
9958,Amir Temur MFY,Beruniy tumani,16
9959,Beruniy OFY,Beruniy tumani,16
9960,Biybazar OFY,Beruniy tumani,16
9961,Birlik MFY,Beruniy tumani,16
9962,Bunyodkor MFY,Beruniy tumani,16
9963,Bo'ston MFY,Beruniy tumani,16
9964,Guliston MFY,Beruniy tumani,16
9965,Do'stlik MFY,Beruniy tumani,16
9966,Do'stlik OFY,Beruniy tumani,16
9967,Jayxun MFY,Beruniy tumani,16
9968,Jumaniyazov MFY,Beruniy tumani,16
9969,Ibn-Sino MFY,Beruniy tumani,16
9970,Istiqlol MFY,Beruniy tumani,16
9971,Qangshartal MFY,Beruniy tumani,16
9972,Qiyot MFY,Beruniy tumani,16
9973,Qizilqal'a OFY,Beruniy tumani,16
9974,Markaziy MFY,Beruniy tumani,16
9975,Maxtumquli OFY,Beruniy tumani,16
9976,Mustaqillik MFY,Beruniy tumani,16
9977,Navoiy MFY,Beruniy tumani,16
9978,Navoiy OFY,Beruniy tumani,16
9979,Navro'z MFY,Beruniy tumani,16
9980,Nayman MFY,Beruniy tumani,16
9981,Ozod OFY,Beruniy tumani,16
9982,Oltinsoy OFY,Beruniy tumani,16
9983,Palvash MFY,Beruniy tumani,16
9984,Paxtakor MFY,Beruniy tumani,16
9985,Sarkop OFY,Beruniy tumani,16
9986,Tinchlik OFY,Beruniy tumani,16
9987,To'qimachi MFY,Beruniy tumani,16
9988,Turon MFY,Beruniy tumani,16
9989,Xorazm MFY,Beruniy tumani,16
9990,Shabboz OFY,Beruniy tumani,16
9991,Shimom OFY,Beruniy tumani,16
9992,Shobboz MFY,Beruniy tumani,16
9993,Yangiobod MFY,Beruniy tumani,16
9994,Bayterak OFY,Xo'jayli tumani,26
9995,Juzimzar OFY,Xo'jayli tumani,26
9996,Tinichlik OFY,Xo'jayli tumani,26
9997,Kun Nuri OFY,Xo'jayli tumani,26
9998,Murtazabiy OFY,Xo'jayli tumani,26
9999,Madeniyat OFY,Xo'jayli tumani,26
10000,Janajap OFY,Xo'jayli tumani,26
10001,Nurli jol OFY,Xo'jayli tumani,26
10002,Qiqinchi OFY,Xo'jayli tumani,26
10003,Suwenli OFY,Xo'jayli tumani,26
10004,Parvoz OFY,Xo'jayli tumani,26
10005,Qumbiz OFY,Xo'jayli tumani,26
10006,Shagala OFY,Xo'jayli tumani,26
10007,Tutzor OFY,Xo'jayli tumani,26
10008,Bunyuodkor OFY,Xo'jayli tumani,26
10009,Nawriz-mfylar OFY,Xo'jayli tumani,26
10010,Kulap OFY,Xo'jayli tumani,26
10011,Sarshingul OFY,Xo'jayli tumani,26
10012,Mustaqillik OFY,Xo'jayli tumani,26
10013,Amudaryo OFY,Xo'jayli tumani,26
10014,Qumjiqqin OFY,Xo'jayli tumani,26
10015,Samankul OFY,Xo'jayli tumani,26
10016,Vodnik-poselkasi,Xo'jayli tumani,26
10017,Obod OFY,Xo'jayli tumani,26
10018,Arzimbetqum OFY,Qonliko'l tumani,18
10019,Besko'pir OFY,Qonliko'l tumani,18
10020,Bo'ston OFY,Qonliko'l tumani,18
10021,Jayhun MFY,Qonliko'l tumani,18
10022,Jana qala OFY,Qonliko'l tumani,18
10023,Qosjap OFY,Qonliko'l tumani,18
10024,Navruz OFY,Qonliko'l tumani,18
10025,Qonliko'l OFY,Qonliko'l tumani,18
10026,Do'stlik MFY,Qonliko'l tumani,18
10027,Madaniyat MFY,Qonliko'l tumani,18
10028,Qonliko'l SHFY,Qonliko'l tumani,18
10029,Taxtako`pir PFY,Taxtako'pir tumani,24
10030,Aydin jol MFY,Taxtako'pir tumani,24
10031,Dawir MFY,Taxtako'pir tumani,24
10032,G`arezsizlik MFY,Taxtako'pir tumani,24
10033,Taxtako`pir OFY,Taxtako'pir tumani,24
10034,Atako`l OFY,Taxtako'pir tumani,24
10035,O`zbekiston OFY,Taxtako'pir tumani,24
10036,Qaraoy MFY,Taxtako'pir tumani,24
10037,Qarateren` OFY,Taxtako'pir tumani,24
10038,Da`wqara MFY,Taxtako'pir tumani,24
10039,Mulik OFY,Taxtako'pir tumani,24
10040,Dawitsay MFY,Taxtako'pir tumani,24
10041,Marjanko`l OFY,Taxtako'pir tumani,24
10042,Jan`adarya OFY,Taxtako'pir tumani,24
10043,Beltaw OFY,Taxtako'pir tumani,24
10044,Qon`iratko`l OFY,Taxtako'pir tumani,24
10045,Qostruba KMFY,Taxtako'pir tumani,24
10046,Iftixor MFY,Farg'ona shahri,185
10047,O'rmonchilar MFY,Farg'ona shahri,185
10048,Sh. Rashidov MFY,Farg'ona shahri,185
10049,Tinchlik MFY,Farg'ona shahri,185
10050,Al-Farg'oniy MFY,Farg'ona shahri,185
10051,Soy bo'yi MFY,Farg'ona shahri,185
10052,Ibrat MFY,Farg'ona shahri,185
10053,Yoshlar MFY,Farg'ona shahri,185
10054,Farg'ona MFY,Farg'ona shahri,185
10055,Shodiyona MFY,Farg'ona shahri,185
10056,Yangi soy MFY,Farg'ona shahri,185
10057,Ma'rifat MFY,Farg'ona shahri,185
10058,Simtepa MFY,Farg'ona shahri,185
10059,Baxor MFY,Farg'ona shahri,185
10060,Furqat MFY,Farg'ona shahri,185
10061,Oybek MFY,Farg'ona shahri,185
10062,Yangi yo'l MFY,Farg'ona shahri,185
10063,Istiqlol MFY,Farg'ona shahri,185
10064,Zarbdor MFY,Farg'ona shahri,185
10065,Guliston MFY,Farg'ona shahri,185
10066,Bo'ston MFY,Farg'ona shahri,185
10067,Mustaqillik MFY,Farg'ona shahri,185
10068,1-Beshbola MFY,Farg'ona shahri,185
10069,Shakarqishloq MFY,Farg'ona shahri,185
10070,Jo'ydam MFY,Farg'ona shahri,185
10071,To'qimachilar MFY,Farg'ona shahri,185
10072,S. Temur MFY,Farg'ona shahri,185
10073,Navro'z MFY,Farg'ona shahri,185
10074,Mash'al MFY,Farg'ona shahri,185
10075,A. Navoiy MFY,Farg'ona shahri,185
10076,Oqariqobod MFY,Farg'ona shahri,185
10077,Al-Xorazmiy MFY,Farg'ona shahri,185
10078,A. Jomiy MFY,Farg'ona shahri,185
10079,Do'stlik MFY,Farg'ona shahri,185
10080,Bobur MFY,Farg'ona shahri,185
10081,Lolazor MFY,Farg'ona shahri,185
10082,A. Qodiriy MFY,Farg'ona shahri,185
10083,Sovurbuloq MFY,Farg'ona shahri,185
10084,Afrosiyob MFY,Farg'ona shahri,185
10085,Madadkor MFY,Farg'ona shahri,185
10086,M. Ulug'bek MFY,Farg'ona shahri,185
10087,Parvoz MFY,Farg'ona shahri,185
10088,Nodirabegim MFY,Farg'ona shahri,185
10089,Besh Bola MFY,Farg'ona shahri,185
10090,Yormazor MFY,Farg'ona shahri,185
10091,Oq-ariq MFY,Farg'ona shahri,185
10092,Ipak yo'li MFY,Farg'ona shahri,185
10093,Sharshara MFY,Farg'ona shahri,185
10094,Shodlik MFY,Farg'ona shahri,185
10095,Nafosat MFY,Farg'ona shahri,185
10096,Sohibkor MFY,Farg'ona shahri,185
10097,Gulzor MFY,Farg'ona shahri,185
10098,Beglar MFY,Farg'ona shahri,185
10099,O'zbekiston MFY,Farg'ona shahri,185
10100,Tabassum MFY,Farg'ona shahri,185
10101,Beruniy MFY,Farg'ona shahri,185
10102,Xamkorlik MFY,Farg'ona shahri,185
10103,Madaniyat MFY,Farg'ona shahri,185
10104,Istiqbol MFY,Farg'ona shahri,185
10105,Mehribonlik MFY,Farg'ona shahri,185
10106,Navbaxor MFY,Farg'ona shahri,185
10107,Yulduz MFY,Farg'ona shahri,185
10108,Ibn Sino MFY,Farg'ona shahri,185
10109,Barkamol MFY,Farg'ona shahri,185
10110,Kimyogar MFY,Farg'ona shahri,185
10111,Muruvvat MFY,Farg'ona shahri,185
10112,Xuvaydo MFY,Farg'ona shahri,185
10113,Kirgili MFY,Farg'ona shahri,185
10114,Surxtepa MFY,Farg'ona shahri,185
10115,Xo'jamag'iz MFY,Farg'ona shahri,185
10116,Aybiynur OFY,Shumanay tumani,28
10117,Ak jap OFY,Shumanay tumani,28
10118,Begjap OFY,Shumanay tumani,28
10119,Birleshik OFY,Shumanay tumani,28
10120,Diyxanabad OFY,Shumanay tumani,28
10121,Ketenler OFY,Shumanay tumani,28
10122,Mamiy OFY,Shumanay tumani,28
10123,Sarmanbaykol OFY,Shumanay tumani,28
10124,2-sonli MFY ,Shumanay tumani,28
10125,4-sonli MFY,Shumanay tumani,28
10126,1-sonli MFY,Shumanay tumani,28
10127,1-sonli MFY,Shumanay tumani,28
10128,Bandixon MFY,Qo'mqo'rg'on tumani,130
10129,Toktau MPJ,Nukus tumani,22
10130,Arbashi OFY,Nukus tumani,22
10131,Bakanshakli OFY,Nukus tumani,22
10132,Kerder OFY,Nukus tumani,22
10133,Krantau OFY,Nukus tumani,22
10134,Kutankul MFY,Nukus tumani,22
10135,Oqmangit PFY,Nukus tumani,22
10136,Oqterak MFY,Nukus tumani,22
10137,Samanbay OFY,Nukus tumani,22
10138,Takirkul OFY,Nukus tumani,22
10139,Qo'riq QFY,Yangiobod tumani,72
10140,Uchturgan QFY,Yangiobod tumani,72
10141,Pastkichaqir QFY,Yangiobod tumani,72
10142,Sohibkor QFY,Yangiobod tumani,72
10143,Iskandar QFY,Yangiobod tumani,72
10144,Jo'langar QFY,Yangiobod tumani,72
10145,Namingon QFY,Yangiobod tumani,72
10146,Mo'g'ol QFY,Yangiobod tumani,72
10147,Xo'jamishkent QFY,Yangiobod tumani,72
10148,Chakand QFY,Yangiobod tumani,72
10149,"Istiqlol MFY
",Yozyovon tumani,172
10150,"Taraqqiyot MFY
",Yozyovon tumani,172
10151,"Oftobmakon MFY
",Sho'rchi tumani,138
10152,Ma’rifat MFY,Toshkent tumani,215
10153,Halimkop MFY,Toshkent tumani,215
10154,Gulobod MFY,Toshkent tumani,215
10155,Gultepa MFY,Toshkent tumani,215
10156,Kalas MFY,Toshkent tumani,215
10157,Farovon MFY,Toshkent tumani,215
10158,Chuvalachi MFY,Toshkent tumani,215
10159,Navoiy MFY,Toshkent tumani,215
10160,Hasanboy MFY,Toshkent tumani,215
10161,Keles shahri,Toshkent tumani,215
10162,Qizg’aldoq MFY,Toshkent tumani,215
10163,Keles massivi,Toshkent tumani,215
10164,Uch chinor MFY,Toshkent tumani,215
10165,Ittifoq MFY,Toshkent tumani,215
10166,G’ishtko’prik MFY,Toshkent tumani,215
10167,Guliston MFY,Toshkent tumani,215
10168,Masalboy MFY,Toshkent tumani,215
10169,Parvoz MFY,Qibray tumani,156
10170,Navro'z MFY,Yangiyol shahri,213
10171,Sabo MFY,Yangiyol shahri,213
10172,Mustaqillik MFY,Yangiyol shahri,213
10173,Baxt MFY,Yangiyol shahri,213
